restaurant_id,name,city,cuisine,restaurant_type,average_cost,delivery_time,rating,votes,online_order,book_table,cost_category,primary_cuisine
R1226,Restaurant_226,Bengaluru,"Continental, Mexican, Biryani",Cafe,1334,35,2.3,2357,Yes,No,Luxury,Continental
R1227,Restaurant_227,Hyderabad,"Italian, North Indian",Cafe,264,38,2.3,1051,Yes,No,Moderate,Italian
R1228,Restaurant_228,Chandigarh,North Indian,Quick Bites,1248,40,4.2,21,Yes,Yes,Luxury,North Indian
R1229,Restaurant_229,Ahmedabad,"Biryani, Mexican",Cafe,1460,59,4.6,3686,No,No,Luxury,Biryani
R1230,Restaurant_230,Kolkata,"Chinese, Italian, Seafood",Fine Dining,291,42,2.8,4835,Yes,No,Moderate,Chinese
R1231,Restaurant_231,Delhi,"Thai, Japanese, Biryani",Quick Bites,829,43,2.1,3075,Yes,No,Premium,Thai
R1232,Restaurant_232,Mumbai,"Continental, Italian, Mughlai",Beverage Shop,313,31,2.7,2046,No,No,Moderate,Continental
R1233,Restaurant_233,Delhi,"Seafood, American, Biryani",Bakery,673,82,2.2,3056,No,Yes,Premium,Seafood
R1234,Restaurant_234,Chennai,"Japanese, Thai",Quick Bites,1451,58,2.3,2360,Yes,Yes,Luxury,Japanese
R1235,Restaurant_235,Chennai,"American, Seafood, Japanese",Beverage Shop,1056,75,3.3,550,No,Yes,Luxury,American
R1236,Restaurant_236,Hyderabad,"Italian, Thai",Quick Bites,480,82,2.7,2870,Yes,No,Moderate,Italian
R1237,Restaurant_237,Ahmedabad,"American, Thai",Casual Dining,772,88,3.5,86,Yes,No,Premium,American
R1238,Restaurant_238,Ahmedabad,Chinese,Casual Dining,1701,39,2.8,3077,Yes,No,Luxury,Chinese
R1239,Restaurant_239,Bengaluru,Italian,Quick Bites,897,81,4.8,33,Yes,Yes,Premium,Italian
R1240,Restaurant_240,Bengaluru,South Indian,Cafe,338,16,4.7,685,Yes,No,Moderate,South Indian
R1241,Restaurant_241,Bengaluru,"Thai, Mughlai",Casual Dining,1655,63,3.7,2404,No,Yes,Luxury,Thai
R1242,Restaurant_242,Kolkata,South Indian,Bakery,799,84,3.1,4277,No,Yes,Premium,South Indian
R1243,Restaurant_243,Jaipur,"Mexican, South Indian",Beverage Shop,1205,40,3.1,3408,Yes,No,Luxury,Mexican
R1244,Restaurant_244,Pune,"Thai, Japanese",Fine Dining,1486,86,3.2,2769,Yes,Yes,Luxury,Thai
R1245,Restaurant_245,Jaipur,"South Indian, Mughlai, American",Casual Dining,604,41,4.2,498,Yes,Yes,Premium,South Indian
R1246,Restaurant_246,Delhi,"American, Seafood",Quick Bites,301,32,3.4,1495,No,No,Moderate,American
R1247,Restaurant_247,Jaipur,South Indian,Cafe,1019,68,4.6,3669,No,Yes,Luxury,South Indian
R1248,Restaurant_248,Kolkata,"Seafood, North Indian, Italian",Fine Dining,1627,15,4.8,3245,Yes,Yes,Luxury,Seafood
R1249,Restaurant_249,Delhi,"Mexican, Italian",Beverage Shop,1767,75,3.0,2429,Yes,Yes,Luxury,Mexican
R1250,Restaurant_250,Jaipur,"South Indian, Biryani",Beverage Shop,136,17,3.7,3505,Yes,No,Budget,South Indian
R1251,Restaurant_251,Kolkata,Biryani,Casual Dining,743,82,2.3,766,Yes,No,Premium,Biryani
R1252,Restaurant_252,Pune,"Seafood, Biryani, Mughlai",Beverage Shop,1712,55,2.6,2534,Yes,Yes,Luxury,Seafood
R1253,Restaurant_253,Jaipur,"Mexican, Seafood",Beverage Shop,1724,51,3.2,4260,Yes,No,Luxury,Mexican
R1254,Restaurant_254,Kolkata,"Italian, Mughlai",Cafe,1525,65,2.6,266,Yes,Yes,Luxury,Italian
R1255,Restaurant_255,Bengaluru,South Indian,Cafe,864,29,4.6,1789,Yes,No,Premium,South Indian
R1256,Restaurant_256,Ahmedabad,Japanese,Cafe,1979,22,2.5,4779,Yes,No,Luxury,Japanese
R1257,Restaurant_257,Bengaluru,"Seafood, Japanese",Quick Bites,805,52,3.4,2125,Yes,No,Premium,Seafood
R1258,Restaurant_258,Ahmedabad,"Biryani, Continental",Beverage Shop,1299,70,3.8,3358,No,No,Luxury,Biryani
R1259,Restaurant_259,Mumbai,Mughlai,Beverage Shop,644,61,4.1,4778,No,No,Premium,Mughlai
R1260,Restaurant_260,Mumbai,Biryani,Beverage Shop,1693,24,3.1,1482,No,No,Luxury,Biryani
R1261,Restaurant_261,Mumbai,"American, Mexican",Bakery,1590,63,4.6,268,No,No,Luxury,American
R1262,Restaurant_262,Pune,"Japanese, Italian",Cafe,1324,55,3.7,4085,Yes,No,Luxury,Japanese
R1263,Restaurant_263,Bengaluru,South Indian,Fine Dining,639,44,3.3,316,Yes,Yes,Premium,South Indian
R1264,Restaurant_264,Ahmedabad,Seafood,Casual Dining,1670,19,2.2,1128,No,Yes,Luxury,Seafood
R1265,Restaurant_265,Kolkata,"North Indian, Japanese",Fine Dining,1116,85,3.4,3027,Yes,Yes,Luxury,North Indian
R1266,Restaurant_266,Delhi,South Indian,Quick Bites,1760,45,4.5,4351,Yes,Yes,Luxury,South Indian
R1267,Restaurant_267,Kolkata,"Continental, Mughlai",Quick Bites,493,66,3.8,2790,Yes,No,Moderate,Continental
R1268,Restaurant_268,Delhi,"Seafood, South Indian",Beverage Shop,932,37,4.5,1668,Yes,No,Premium,Seafood
R1269,Restaurant_269,Chennai,"American, Chinese",Fine Dining,1165,62,3.5,196,Yes,No,Luxury,American
R1270,Restaurant_270,Kolkata,"Mexican, South Indian, Seafood",Beverage Shop,696,54,2.4,1807,Yes,Yes,Premium,Mexican
R1271,Restaurant_271,Jaipur,"Mughlai, Chinese",Bakery,492,20,2.0,934,No,Yes,Moderate,Mughlai
R1272,Restaurant_272,Jaipur,"Thai, Chinese, Italian",Quick Bites,799,52,2.9,794,Yes,No,Premium,Thai
R1273,Restaurant_273,Hyderabad,"Continental, South Indian",Quick Bites,1746,55,4.1,3454,No,Yes,Luxury,Continental
R1274,Restaurant_274,Bengaluru,South Indian,Fine Dining,1906,41,4.4,3206,Yes,Yes,Luxury,South Indian
R1275,Restaurant_275,Delhi,Continental,Quick Bites,540,89,2.9,1370,No,No,Premium,Continental
R1276,Restaurant_276,Delhi,"Italian, Mughlai",Bakery,1960,83,3.5,350,Yes,No,Luxury,Italian
R1277,Restaurant_277,Bengaluru,"South Indian, Continental, North Indian",Bakery,1740,71,3.3,572,Yes,No,Luxury,South Indian
R1278,Restaurant_278,Pune,"Chinese, Japanese, American",Bakery,1629,31,3.2,4756,Yes,No,Luxury,Chinese
R1279,Restaurant_279,Hyderabad,Mexican,Casual Dining,1017,85,2.7,3009,Yes,No,Luxury,Mexican
R1280,Restaurant_280,Pune,North Indian,Bakery,419,61,2.4,1203,Yes,No,Moderate,North Indian
R1281,Restaurant_281,Pune,Japanese,Bakery,652,27,2.6,3120,Yes,No,Premium,Japanese
R1282,Restaurant_282,Pune,"Continental, Mughlai",Casual Dining,1338,25,2.2,78,Yes,Yes,Luxury,Continental
R1283,Restaurant_283,Bengaluru,Italian,Beverage Shop,1194,38,2.6,2438,Yes,No,Luxury,Italian
R1284,Restaurant_284,Pune,"Biryani, Chinese, Continental",Cafe,667,87,2.0,3608,No,Yes,Premium,Biryani
R1285,Restaurant_285,Jaipur,"Japanese, Thai, American",Quick Bites,1018,18,3.9,2382,No,Yes,Luxury,Japanese
R1286,Restaurant_286,Mumbai,"North Indian, American",Bakery,335,60,2.9,4566,Yes,No,Moderate,North Indian
R1287,Restaurant_287,Chennai,Seafood,Quick Bites,1404,32,4.9,853,Yes,No,Luxury,Seafood
R1288,Restaurant_288,Delhi,South Indian,Fine Dining,1086,57,2.6,583,No,No,Luxury,South Indian
R1289,Restaurant_289,Delhi,"Continental, Mexican, Biryani",Quick Bites,1740,47,3.0,4224,Yes,No,Luxury,Continental
R1290,Restaurant_290,Chennai,Thai,Beverage Shop,1285,24,3.1,2606,Yes,No,Luxury,Thai
R1291,Restaurant_291,Bengaluru,"Chinese, American",Casual Dining,1314,87,2.0,4751,Yes,No,Luxury,Chinese
R1292,Restaurant_292,Kolkata,"Mexican, Seafood, Japanese",Quick Bites,1132,73,4.5,1488,Yes,No,Luxury,Mexican
R1293,Restaurant_293,Bengaluru,"North Indian, Biryani, Chinese",Quick Bites,159,45,2.1,2083,Yes,Yes,Budget,North Indian
R1294,Restaurant_294,Delhi,Biryani,Quick Bites,992,42,4.8,1523,Yes,Yes,Premium,Biryani
R1295,Restaurant_295,Delhi,"American, Continental, Biryani",Cafe,1940,74,4.7,978,Yes,No,Luxury,American
R1296,Restaurant_296,Chennai,"Japanese, Continental",Cafe,324,17,3.6,2206,Yes,Yes,Moderate,Japanese
R1297,Restaurant_297,Pune,"Thai, Chinese, South Indian",Fine Dining,1942,69,3.6,1521,No,No,Luxury,Thai
R1298,Restaurant_298,Bengaluru,"Seafood, North Indian, South Indian",Casual Dining,799,28,4.0,664,Yes,No,Premium,Seafood
R1299,Restaurant_299,Ahmedabad,"Biryani, Seafood, Chinese",Quick Bites,681,72,3.2,3002,Yes,No,Premium,Biryani
R1300,Restaurant_300,Chennai,"Chinese, South Indian",Quick Bites,1928,29,3.9,4660,Yes,No,Luxury,Chinese
R1301,Restaurant_301,Jaipur,"Mughlai, Italian, American",Quick Bites,1410,16,2.1,4530,Yes,No,Luxury,Mughlai
R1302,Restaurant_302,Delhi,South Indian,Quick Bites,1093,38,2.2,302,Yes,Yes,Luxury,South Indian
R1303,Restaurant_303,Chennai,"Mughlai, Japanese, Seafood",Cafe,268,78,3.4,2611,Yes,Yes,Moderate,Mughlai
R1304,Restaurant_304,Bengaluru,"Japanese, Chinese, Mexican",Beverage Shop,1185,85,3.6,4536,Yes,Yes,Luxury,Japanese
R1305,Restaurant_305,Delhi,Mughlai,Beverage Shop,1472,38,4.7,4422,Yes,No,Luxury,Mughlai
R1306,Restaurant_306,Kolkata,"Mexican, American, Biryani",Fine Dining,1565,41,2.3,4503,Yes,Yes,Luxury,Mexican
R1307,Restaurant_307,Chennai,"Italian, South Indian, Mexican",Bakery,113,51,4.5,1598,Yes,No,Budget,Italian
R1308,Restaurant_308,Hyderabad,"North Indian, Mughlai",Casual Dining,263,53,2.6,605,No,No,Moderate,North Indian
R1309,Restaurant_309,Delhi,"Japanese, North Indian",Beverage Shop,1543,77,3.2,2603,Yes,Yes,Luxury,Japanese
R1310,Restaurant_310,Bengaluru,"Seafood, Mexican, Japanese",Quick Bites,856,40,2.9,2133,Yes,Yes,Premium,Seafood
R1311,Restaurant_311,Mumbai,Thai,Beverage Shop,1970,79,3.2,1953,Yes,No,Luxury,Thai
R1312,Restaurant_312,Ahmedabad,Seafood,Fine Dining,1643,18,2.5,925,Yes,No,Luxury,Seafood
R1313,Restaurant_313,Chandigarh,"Biryani, North Indian, American",Bakery,1789,43,3.5,3879,No,No,Luxury,Biryani
R1314,Restaurant_314,Pune,Chinese,Beverage Shop,1671,15,4.4,2804,Yes,No,Luxury,Chinese
R1315,Restaurant_315,Chandigarh,Seafood,Fine Dining,1683,64,3.3,3088,Yes,No,Luxury,Seafood
R1316,Restaurant_316,Bengaluru,"Mughlai, North Indian",Cafe,1720,25,3.5,985,Yes,No,Luxury,Mughlai
R1317,Restaurant_317,Jaipur,"North Indian, South Indian, Mughlai",Bakery,1151,88,4.5,1085,Yes,No,Luxury,North Indian
R1318,Restaurant_318,Jaipur,"Thai, Seafood",Fine Dining,1831,73,4.1,2999,Yes,No,Luxury,Thai
R1319,Restaurant_319,Mumbai,"Thai, Mexican",Beverage Shop,545,76,3.5,3477,Yes,Yes,Premium,Thai
R1320,Restaurant_320,Pune,Mexican,Cafe,1331,50,2.8,1461,Yes,No,Luxury,Mexican
R1321,Restaurant_321,Hyderabad,Japanese,Fine Dining,1593,70,4.7,3833,No,Yes,Luxury,Japanese
R1322,Restaurant_322,Mumbai,"Mughlai, American",Fine Dining,815,35,3.7,3942,Yes,Yes,Premium,Mughlai
R1323,Restaurant_323,Chandigarh,"Mughlai, South Indian, Mexican",Beverage Shop,1075,27,2.7,2038,Yes,Yes,Luxury,Mughlai
R1324,Restaurant_324,Mumbai,"Chinese, Continental",Bakery,918,23,2.8,372,No,No,Premium,Chinese
R1325,Restaurant_325,Chandigarh,"Biryani, Mughlai, Mexican",Cafe,203,25,4.4,2439,No,Yes,Moderate,Biryani
R1326,Restaurant_326,Delhi,"Seafood, North Indian, Thai",Quick Bites,841,89,2.1,3642,Yes,Yes,Premium,Seafood
R1327,Restaurant_327,Jaipur,"American, Italian, Mexican",Casual Dining,525,84,5.0,2328,Yes,No,Premium,American
R1328,Restaurant_328,Delhi,Thai,Bakery,1224,15,2.4,3095,No,No,Luxury,Thai
R1329,Restaurant_329,Ahmedabad,"Japanese, Mexican",Cafe,1664,84,4.4,2355,Yes,No,Luxury,Japanese
R1330,Restaurant_330,Pune,"North Indian, Mexican",Fine Dining,738,70,3.2,3608,Yes,No,Premium,North Indian
R1331,Restaurant_331,Hyderabad,"Thai, Japanese, American",Cafe,949,45,3.5,4339,No,No,Premium,Thai
R1332,Restaurant_332,Chandigarh,Seafood,Casual Dining,1645,51,4.6,1741,Yes,No,Luxury,Seafood
R1333,Restaurant_333,Hyderabad,"Continental, Chinese, North Indian",Beverage Shop,1229,61,3.2,36,Yes,Yes,Luxury,Continental
R1334,Restaurant_334,Chandigarh,"Seafood, Chinese, Japanese",Casual Dining,1802,61,3.6,102,Yes,No,Luxury,Seafood
R1335,Restaurant_335,Bengaluru,"Italian, Japanese",Quick Bites,868,83,2.1,2674,Yes,No,Premium,Italian
R1336,Restaurant_336,Mumbai,"North Indian, Seafood, South Indian",Quick Bites,1930,72,2.0,318,No,No,Luxury,North Indian
R1337,Restaurant_337,Ahmedabad,"Biryani, Chinese, Continental",Casual Dining,376,50,2.7,61,Yes,No,Moderate,Biryani
R1338,Restaurant_338,Jaipur,"Mughlai, Biryani",Bakery,1188,46,4.0,328,No,No,Luxury,Mughlai
R1339,Restaurant_339,Chandigarh,"South Indian, North Indian",Bakery,1906,78,2.4,2002,Yes,No,Luxury,South Indian
R1340,Restaurant_340,Hyderabad,Italian,Fine Dining,999,85,2.3,4286,Yes,Yes,Premium,Italian
R1341,Restaurant_341,Ahmedabad,"Seafood, Italian, Chinese",Quick Bites,287,56,3.2,3901,Yes,No,Moderate,Seafood
R1342,Restaurant_342,Kolkata,Seafood,Fine Dining,1440,62,3.9,4752,No,No,Luxury,Seafood
R1343,Restaurant_343,Kolkata,"Thai, Continental, Seafood",Quick Bites,1261,88,4.1,3966,No,No,Luxury,Thai
R1344,Restaurant_344,Delhi,Thai,Casual Dining,1466,44,2.5,2702,Yes,No,Luxury,Thai
R1345,Restaurant_345,Jaipur,"Thai, Mexican, Biryani",Bakery,204,35,2.2,3028,Yes,Yes,Moderate,Thai
R1346,Restaurant_346,Bengaluru,"South Indian, Chinese",Bakery,645,74,4.8,2034,Yes,Yes,Premium,South Indian
R1347,Restaurant_347,Hyderabad,"North Indian, Japanese",Casual Dining,479,27,2.8,4441,No,Yes,Moderate,North Indian
R1348,Restaurant_348,Mumbai,"Mughlai, Thai, American",Fine Dining,209,15,4.6,1535,Yes,No,Moderate,Mughlai
R1349,Restaurant_349,Mumbai,"North Indian, Biryani, Chinese",Fine Dining,644,79,4.6,1288,Yes,No,Premium,North Indian
R1350,Restaurant_350,Hyderabad,"South Indian, Mexican",Cafe,453,47,4.3,523,Yes,Yes,Moderate,South Indian
R1351,Restaurant_351,Pune,"American, Thai",Quick Bites,842,52,2.5,4347,Yes,Yes,Premium,American
R1352,Restaurant_352,Bengaluru,"Biryani, Italian",Fine Dining,416,39,4.5,1743,Yes,No,Moderate,Biryani
R1353,Restaurant_353,Ahmedabad,"Biryani, Mexican",Casual Dining,1389,40,4.3,3380,Yes,Yes,Luxury,Biryani
R1354,Restaurant_354,Chandigarh,Thai,Fine Dining,1817,73,3.8,3931,No,No,Luxury,Thai
R1355,Restaurant_355,Pune,American,Bakery,1975,47,3.0,2510,Yes,Yes,Luxury,American
R1356,Restaurant_356,Chandigarh,"South Indian, Chinese",Quick Bites,1188,55,2.8,3474,Yes,No,Luxury,South Indian
R1357,Restaurant_357,Chandigarh,"American, North Indian, Thai",Beverage Shop,432,44,2.4,2269,Yes,Yes,Moderate,American
R1358,Restaurant_358,Pune,"Italian, North Indian",Cafe,1636,71,3.5,4773,Yes,No,Luxury,Italian
R1359,Restaurant_359,Delhi,"South Indian, Seafood",Quick Bites,1256,63,3.8,4699,No,No,Luxury,South Indian
R1360,Restaurant_360,Kolkata,"North Indian, Mexican, South Indian",Bakery,691,62,3.1,2669,Yes,Yes,Premium,North Indian
R1361,Restaurant_361,Chandigarh,"Japanese, Mughlai, American",Bakery,882,86,3.4,265,Yes,No,Premium,Japanese
R1362,Restaurant_362,Pune,North Indian,Bakery,1876,63,3.1,1512,Yes,No,Luxury,North Indian
R1363,Restaurant_363,Pune,Mughlai,Bakery,639,61,3.9,4666,Yes,No,Premium,Mughlai
R1364,Restaurant_364,Chennai,"Biryani, Mexican, Japanese",Casual Dining,834,70,4.7,2120,Yes,No,Premium,Biryani
R1365,Restaurant_365,Delhi,"American, Thai",Cafe,1658,79,2.5,416,Yes,Yes,Luxury,American
R1366,Restaurant_366,Jaipur,Mughlai,Beverage Shop,1619,26,3.1,2859,Yes,No,Luxury,Mughlai
R1367,Restaurant_367,Chennai,Seafood,Bakery,720,83,2.4,3186,No,No,Premium,Seafood
R1368,Restaurant_368,Chennai,North Indian,Bakery,718,20,3.9,1870,Yes,No,Premium,North Indian
R1369,Restaurant_369,Hyderabad,Japanese,Fine Dining,1780,79,4.2,4364,Yes,No,Luxury,Japanese
R1370,Restaurant_370,Kolkata,South Indian,Cafe,1492,39,4.8,732,No,Yes,Luxury,South Indian
R1371,Restaurant_371,Pune,"Italian, South Indian, Continental",Quick Bites,1989,15,2.8,1292,Yes,No,Luxury,Italian
R1372,Restaurant_372,Kolkata,South Indian,Cafe,1008,46,4.9,623,Yes,No,Luxury,South Indian
R1373,Restaurant_373,Bengaluru,Seafood,Cafe,1774,17,2.2,3341,Yes,Yes,Luxury,Seafood
R1374,Restaurant_374,Hyderabad,"Biryani, Seafood",Beverage Shop,1919,63,3.8,3126,Yes,No,Luxury,Biryani
R1375,Restaurant_375,Jaipur,"Mexican, Chinese, Mughlai",Cafe,1933,33,2.2,1988,Yes,No,Luxury,Mexican
R1376,Restaurant_376,Kolkata,Mughlai,Beverage Shop,1091,74,4.7,822,Yes,Yes,Luxury,Mughlai
R1377,Restaurant_377,Mumbai,"Mexican, North Indian",Bakery,198,43,3.6,1796,No,Yes,Budget,Mexican
R1378,Restaurant_378,Chandigarh,Chinese,Bakery,416,64,4.0,340,Yes,No,Moderate,Chinese
R1379,Restaurant_379,Bengaluru,Biryani,Casual Dining,222,16,4.5,2222,Yes,Yes,Moderate,Biryani
R1380,Restaurant_380,Delhi,"Japanese, North Indian",Beverage Shop,1443,87,2.5,1226,Yes,Yes,Luxury,Japanese
R1381,Restaurant_381,Jaipur,"Seafood, Thai, American",Beverage Shop,898,70,2.1,4492,Yes,No,Premium,Seafood
R1382,Restaurant_382,Bengaluru,Japanese,Quick Bites,1716,31,4.6,3347,Yes,Yes,Luxury,Japanese
R1383,Restaurant_383,Chandigarh,"North Indian, Mexican, Seafood",Fine Dining,1618,74,2.9,2385,Yes,No,Luxury,North Indian
R1384,Restaurant_384,Hyderabad,Japanese,Cafe,556,50,2.4,1250,Yes,No,Premium,Japanese
R1385,Restaurant_385,Chandigarh,"American, Continental, Chinese",Quick Bites,621,75,3.4,329,No,No,Premium,American
R1386,Restaurant_386,Chennai,"Mexican, Chinese",Beverage Shop,619,31,3.8,4504,Yes,No,Premium,Mexican
R1387,Restaurant_387,Chandigarh,"Italian, Seafood, Continental",Quick Bites,1016,63,2.1,1924,No,No,Luxury,Italian
R1388,Restaurant_388,Chennai,Italian,Casual Dining,816,74,2.8,4210,No,Yes,Premium,Italian
R1389,Restaurant_389,Hyderabad,"Biryani, Continental, American",Fine Dining,414,34,2.1,4801,Yes,No,Moderate,Biryani
R1390,Restaurant_390,Ahmedabad,"Chinese, Biryani",Beverage Shop,808,64,3.3,339,No,No,Premium,Chinese
R1391,Restaurant_391,Chennai,Biryani,Beverage Shop,809,17,4.7,669,No,Yes,Premium,Biryani
R1392,Restaurant_392,Delhi,American,Cafe,1665,57,4.9,3698,Yes,No,Luxury,American
R1393,Restaurant_393,Chandigarh,Italian,Fine Dining,1602,71,3.9,3128,No,No,Luxury,Italian
R1394,Restaurant_394,Chandigarh,"Italian, South Indian, Seafood",Casual Dining,1143,64,2.5,4926,Yes,No,Luxury,Italian
R1395,Restaurant_395,Delhi,"Japanese, American, Mughlai",Bakery,659,82,4.7,1982,Yes,No,Premium,Japanese
R1396,Restaurant_396,Mumbai,American,Quick Bites,1068,64,3.5,1803,No,No,Luxury,American
R1397,Restaurant_397,Pune,"Seafood, Mughlai",Cafe,1253,51,2.5,3228,Yes,No,Luxury,Seafood
R1398,Restaurant_398,Ahmedabad,"Mexican, Chinese, Mughlai",Beverage Shop,1416,60,4.8,4567,Yes,No,Luxury,Mexican
R1399,Restaurant_399,Jaipur,"Japanese, Italian, Seafood",Bakery,1255,56,4.3,2543,Yes,Yes,Luxury,Japanese
R1400,Restaurant_400,Chennai,"Mexican, Mughlai",Casual Dining,455,29,4.2,2467,No,Yes,Moderate,Mexican
R1401,Restaurant_401,Delhi,"Seafood, Thai",Fine Dining,1177,47,4.1,3110,No,No,Luxury,Seafood
R1402,Restaurant_402,Hyderabad,"Seafood, Mughlai, Japanese",Quick Bites,989,25,2.6,4376,Yes,No,Premium,Seafood
R1403,Restaurant_403,Chennai,American,Cafe,892,34,2.6,2743,No,Yes,Premium,American
R1404,Restaurant_404,Pune,"Japanese, Mexican, Italian",Beverage Shop,1510,38,4.1,4490,Yes,Yes,Luxury,Japanese
R1405,Restaurant_405,Hyderabad,"American, Italian, North Indian",Beverage Shop,364,78,2.7,4165,Yes,Yes,Moderate,American
R1406,Restaurant_406,Bengaluru,Italian,Bakery,1081,79,3.3,229,Yes,No,Luxury,Italian
R1407,Restaurant_407,Chandigarh,Japanese,Bakery,1338,87,4.3,2828,No,No,Luxury,Japanese
R1408,Restaurant_408,Bengaluru,North Indian,Quick Bites,1583,31,4.4,1916,Yes,No,Luxury,North Indian
R1409,Restaurant_409,Chennai,"Seafood, South Indian, Chinese",Fine Dining,1581,75,3.4,2621,Yes,No,Luxury,Seafood
R1410,Restaurant_410,Pune,"Italian, Mexican",Casual Dining,901,29,4.4,2603,No,No,Premium,Italian
R1411,Restaurant_411,Ahmedabad,Italian,Fine Dining,142,65,4.5,105,No,No,Budget,Italian
R1412,Restaurant_412,Chennai,"Mexican, Japanese, American",Fine Dining,1709,41,4.0,998,Yes,Yes,Luxury,Mexican
R1413,Restaurant_413,Delhi,"American, Mexican",Fine Dining,961,88,2.7,1122,Yes,Yes,Premium,American
R1414,Restaurant_414,Kolkata,"Thai, South Indian",Quick Bites,1401,75,2.8,2288,No,No,Luxury,Thai
R1415,Restaurant_415,Chennai,"Italian, Continental",Quick Bites,1961,72,2.9,255,No,Yes,Luxury,Italian
R1416,Restaurant_416,Chandigarh,"Continental, North Indian",Casual Dining,1877,45,2.4,2168,Yes,No,Luxury,Continental
R1417,Restaurant_417,Chandigarh,"Continental, North Indian",Fine Dining,1253,26,2.8,4339,No,No,Luxury,Continental
R1418,Restaurant_418,Chennai,Italian,Quick Bites,449,60,2.6,3359,No,No,Moderate,Italian
R1419,Restaurant_419,Hyderabad,"American, Chinese",Casual Dining,1829,45,3.4,2735,No,No,Luxury,American
R1420,Restaurant_420,Kolkata,"North Indian, Mexican",Beverage Shop,1667,46,4.7,4087,No,No,Luxury,North Indian
R1421,Restaurant_421,Delhi,"Mexican, Continental, South Indian",Casual Dining,1229,46,2.3,4908,Yes,Yes,Luxury,Mexican
R1422,Restaurant_422,Chennai,"American, Japanese",Fine Dining,1011,67,4.2,2676,Yes,No,Luxury,American
R1423,Restaurant_423,Hyderabad,Italian,Cafe,1839,75,4.1,3209,Yes,No,Luxury,Italian
R1424,Restaurant_424,Chandigarh,Continental,Fine Dining,100,60,2.3,2764,Yes,Yes,Budget,Continental
R1425,Restaurant_425,Chandigarh,Thai,Cafe,1880,88,4.8,1427,No,Yes,Luxury,Thai
R1426,Restaurant_426,Pune,"Chinese, Biryani, Thai",Casual Dining,683,21,3.7,664,No,No,Premium,Chinese
R1427,Restaurant_427,Chennai,"Seafood, Japanese",Beverage Shop,531,18,3.1,2452,Yes,No,Premium,Seafood
R1428,Restaurant_428,Kolkata,"Seafood, North Indian, Biryani",Beverage Shop,1429,66,4.3,120,Yes,No,Luxury,Seafood
R1429,Restaurant_429,Mumbai,"Chinese, American, Seafood",Quick Bites,1650,45,2.8,99,Yes,No,Luxury,Chinese
R1430,Restaurant_430,Kolkata,"South Indian, Chinese, Continental",Beverage Shop,152,89,4.1,772,Yes,No,Budget,South Indian
R1431,Restaurant_431,Chandigarh,"Continental, South Indian, Mexican",Bakery,1039,50,2.1,3182,Yes,Yes,Luxury,Continental
R1432,Restaurant_432,Chandigarh,"North Indian, American, Mexican",Casual Dining,619,68,4.5,2189,Yes,No,Premium,North Indian
R1433,Restaurant_433,Bengaluru,South Indian,Quick Bites,1453,68,3.3,2514,Yes,No,Luxury,South Indian
R1434,Restaurant_434,Chandigarh,"Mexican, Mughlai",Beverage Shop,1681,31,3.9,1474,Yes,Yes,Luxury,Mexican
R1435,Restaurant_435,Delhi,"Chinese, Mexican, North Indian",Casual Dining,1448,89,2.7,107,Yes,No,Luxury,Chinese
R1436,Restaurant_436,Jaipur,"Biryani, South Indian, Thai",Fine Dining,1237,44,4.0,302,No,No,Luxury,Biryani
R1437,Restaurant_437,Chennai,"Continental, Thai",Beverage Shop,246,36,4.3,1849,Yes,Yes,Moderate,Continental
R1438,Restaurant_438,Kolkata,Continental,Cafe,1289,57,3.4,1744,Yes,No,Luxury,Continental
R1439,Restaurant_439,Jaipur,"Japanese, Biryani, American",Casual Dining,1502,41,3.9,2629,Yes,No,Luxury,Japanese
R1440,Restaurant_440,Hyderabad,"Italian, Mexican",Quick Bites,1262,51,3.4,4757,Yes,No,Luxury,Italian
R1441,Restaurant_441,Mumbai,"Seafood, Mexican",Fine Dining,728,60,4.7,2206,No,Yes,Premium,Seafood
R1442,Restaurant_442,Delhi,Mexican,Bakery,398,49,3.5,3476,Yes,No,Moderate,Mexican
R1443,Restaurant_443,Kolkata,"Mughlai, Mexican",Fine Dining,1399,18,4.5,1916,No,Yes,Luxury,Mughlai
R1444,Restaurant_444,Jaipur,"Biryani, Mughlai, Japanese",Beverage Shop,888,40,4.4,1731,Yes,Yes,Premium,Biryani
R1445,Restaurant_445,Mumbai,North Indian,Cafe,949,33,3.2,3701,Yes,No,Premium,North Indian
R1446,Restaurant_446,Bengaluru,"Chinese, South Indian",Fine Dining,1948,59,2.7,1826,Yes,No,Luxury,Chinese
R1447,Restaurant_447,Delhi,Japanese,Bakery,277,40,3.2,262,No,No,Moderate,Japanese
R1448,Restaurant_448,Delhi,Japanese,Quick Bites,941,36,4.5,4237,Yes,No,Premium,Japanese
R1449,Restaurant_449,Bengaluru,"Thai, Japanese, Chinese",Casual Dining,1477,72,2.7,3529,No,Yes,Luxury,Thai
R1450,Restaurant_450,Chennai,"Continental, American, South Indian",Cafe,1277,77,3.6,1917,Yes,No,Luxury,Continental
R1451,Restaurant_451,Bengaluru,"Continental, Japanese",Bakery,1324,42,4.4,1920,Yes,No,Luxury,Continental
R1452,Restaurant_452,Delhi,South Indian,Beverage Shop,977,79,3.1,2531,No,No,Premium,South Indian
